,data
228,"The Learning MuseumAddress: Blk 38 Beo Crescent #01-30 (2nd Storey)  , Singapore 160038 Tel: 83885232		Fax: 	Email: thelearningmuseum@live.comSupervisor: Mok Yuen Lai (Miss)		Main Curriculum: TUTORIAL"
229,"The Learning PlaceAddress: 1 Segar Road #03-01/02 Zhenghua Community Club , Singapore 677738 Tel: 62822281		Fax: 	Email: daniel@3kings.com.sgSupervisor: Low Chee Yeu		Main Curriculum: ENRICHMENT"
230,"The Learning VenueAddress: Blk 215 Ang Mo Kio Avenue 1 #01-895  , Singapore 560215 Tel: 81858994		Fax: 	Email: mathmedics28@gmail.comSupervisor: Soo Wai Cheong		Main Curriculum: TUTORIAL"
231,"The LearningLab Education CentreAddress: (Main) 101 Thomson Road #03-03 United Square #03-04 to #03-12, #03-22 to #03-24, #04-03/04/05, #04-10 to 19, #05-01 to 09, Singapore 307591 Tel: 67338711		Fax: 	Email: enquiry@thelearninglab.com.sgSupervisor: Ong Sue Chen, Charlene-Denise (Ms)		Main Curriculum: TUTORIAL"
232,"The LearningLab Education CentreAddress: 35 Rochester Drive #02-26 to #02-35 The Rochester , Singapore 138639 Tel: 62381171		Fax: 	Email: charleneong@thelearninglab.com.sgSupervisor: 		Main Curriculum: TUTORIAL"
233,"The Little Prince Language SchoolAddress: Blk 963 Jurong West Street 91 #01-310  , Singapore 640963 Tel: 67925114		Fax: 67925114	Email: enquiries@thelittleprince.com.sgSupervisor: Ng Shu Hua (Miss)		Main Curriculum: ENRICHMENT"
234,"The Math StudioAddress: 262 Balestier Road #04-03 Okio , Singapore 329714 Tel: 68167600		Fax: 	Email: jeff@themathstudio.com.sgSupervisor: Yeo Eng Hung		Main Curriculum: TUTORIAL"
235,"The Music LabAddress: 116 Middle Road #05-02 ICB Enterprise House , Singapore 188972 Tel: 63382991		Fax: 63383983	Email: denisechew@themusiclab.com.sgSupervisor: Chew Chui Lian, Denise (Mdm)		Main Curriculum: FINE ARTS"
236,"The Oak Tree Enrichment CentreAddress: 607 Bukit Timah Road #02-01  , Singapore 269708 Tel: 64696006/ 64690660		Fax: 	Email: Supervisor: Regina Wong Mee Heng (Mdm)		Main Curriculum: ENRICHMENT"
237,"The Olive Tree Learning HubAddress: 10 Winstedt Road #03-01 Block A , Singapore 227977 Tel: 91192159		Fax: 	Email: Mgmt.olivetree@gmail.comSupervisor: Yap Shinn		Main Curriculum: TUTORIAL"
238,"The Pear Tree Centre for EducationAddress: 35 Selegie Road #10-25 Parklane Shopping Mall , Singapore 188307 Tel: 63386578		Fax: 	Email: delfin.pereira@thepeartree.com.sgSupervisor: Pereira, Mary Delfin  (Dr)		Main Curriculum: ENRICHMENT"
239,"The Physics and Maths Cafe Education CentreAddress: 430 Lorong 6 Toa Payoh #15-01 Orange Tee Building , Singapore 319402 Tel: 81574440		Fax: 	Email: admin@thephysicscafe.comSupervisor: Sim Siong Hin		Main Curriculum: TUTORIAL"
240,"The Piano AcademyAddress: 1 Coleman Street #04-21 The Adelphi , Singapore 179803 Tel: 63369886		Fax: 	Email: info@jazzpiano.com.sgSupervisor: Tan Siew Yen, Magdalene (Miss)		Main Curriculum: FINE ARTS"
241,"The Pique Lab Learning CentreAddress: 10 Jalan Serene #02-20 Serene Centre #02-05A, #02-17A, #02-18, Singapore 258748 Tel: 69091063		Fax: 	Email: hello@thepiquelab.comSupervisor: Soon Yong Ming, Mervin		Main Curriculum: TUTORIAL"
242,"The Purple Train Learning StationAddress: 900 South Woodlands Drive #06-03 Woodlands Civic Centre , Singapore 730900 Tel: 63655996		Fax: 63655996	Email: lakshmi.pt@gmail.comSupervisor: Lakshmi (Mdm)		Main Curriculum: ENRICHMENT"
243,"The R Learning LabAddress: 321 Alexandra Road #03-11 Alexandra Central , Singapore 159971 Tel: 62523024		Fax: 	Email: louise.grant@repton.edu.sgSupervisor: Grant, Louise Mary (Mrs)		Main Curriculum: ENRICHMENT"
244,"The Raffles Trust School of Higher LearningAddress: Blk 21 Ghim Moh Road #01-149  , Singapore 270021 Tel: 64638597		Fax: 64636133	Email: clm@rafflestrust.orgSupervisor: Chan Lai Meng		Main Curriculum: TUTORIAL"
245,"The Science Lab Learning CentreAddress: 215N Upper Thomson Road  , Singapore 574349 Tel: 64560143		Fax: 	Email: d_loke@hotmail.comSupervisor: Loke Kwong Yan, Daniel		Main Curriculum: TUTORIAL"
246,"The Squirrel Learning CentreAddress: 144 Upper Bukit Timah Road #B1-17 Beauty World Centre , Singapore 588177 Tel: 81351457		Fax: 	Email: jim_cheong2000@yahoo.comSupervisor: Cheong Siew Kuan		Main Curriculum: TUTORIAL"
247,"The Study SchoolAddress: 1 Jalan Anak Bukit #02-45 Bukit Timah Plaza , Singapore 588996 Tel: 64665324		Fax: 	Email: chooihoe@thestudyschool.com.sgSupervisor: Lim Chooi Hoe		Main Curriculum: TUTORIAL"
248,"The Thinking Minds - A Learning CentreAddress: Blk 217 Bukit Batok Street 21 #01-361  , Singapore 650217 Tel: 93858068		Fax: 	Email: angelateo15@gmail.comSupervisor: Leong Ai Ung, Angela (Ms)		Main Curriculum: TUTORIAL"
249,"The Tots' ClassroomAddress: Blk 531 Bedok North Street 3 #01-704  , Singapore 460531 Tel: 64455881		Fax: 	Email: thetotsclassroom@mail.comSupervisor: Soh Huang Ting (Miss)		Main Curriculum: ENRICHMENT"
250,"The Water Family Enrichment CentreAddress: 767 Upper Serangoon Road #B1-07 Spazio @ Kovan , Singapore 534635 Tel: 97964130		Fax: 	Email: info@twfec.orgSupervisor: Toh Jiayi, Jerry		Main Curriculum: TUTORIAL"
251,"The Whizz Enrichment HubAddress: Blk 883 Woodlands Street 82 #02-466 Woodlands North Plaza , Singapore 730883 Tel: 62699600		Fax: 62690995	Email: chanronnie@hotmail.comSupervisor: Chan Hock Heng, Ronnie		Main Curriculum: TUTORIAL"
252,"The Word Learning CentreAddress: 900 South Woodlands Drive #06-02 Woodlands Civic Centre , Singapore 730900 Tel: 62194701		Fax: 62194702	Email: enquiry@thewordlearningcentre.comSupervisor: Quek Su Lin, Belina (Ms)		Main Curriculum: ENRICHMENT"
253,"The Write Connection Learning CentreAddress: (Main) 733 Bukit Timah Road #02-05  , Singapore 269748 Tel: 66353515		Fax: 	Email: enquiry@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
254,"The Write Connection Learning CentreAddress: 293 Lorong 6 Toa Payoh #02-03 SAFRA Clubhouse (Toa Payoh) , Singapore 3193867 Tel: 69317980		Fax: 	Email: tpy@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
255,"The Write Connection Learning CentreAddress: 80 Matine Parade Road #09-05/06 Parkway Parade , Singapore 449269 Tel: 64404540		Fax: 	Email: enquiry@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
256,"The Write Connection Learning CentreAddress: Blk 134 Jurong Gateway Road #02-307E  , Singapore 600134 Tel: 68167123		Fax: 	Email: jr@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
257,"The Write Connection Learning CentreAddress: Blk 202 Bedok North Street 1 #01-487/489  , Singapore 460202 Tel: 69207511		Fax: 	Email: beok@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
258,"The Write Connection Learning CentreAddress: Blk 237 Bishan Street 22 #B1-176  , Singapore 570237 Tel: 67535237		Fax: 	Email: bn@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
259,"The Write Connection Learning CentreAddress: 1 Tampines Central 5 #03-16 CPF Tampines Building , Singapore 529508 Tel: 69208681		Fax: 	Email: tpn@thewriteconnection.com.sgSupervisor: Kar Yuen Barg (Mrs) nee Lim Kar Yuen Kezia		Main Curriculum: ENRICHMENT"
260,"The Writer's PlaceAddress: 1 Woodlands Street 81 #02-01 Woodlands Community Club , Singapore 738526 Tel: 91832129		Fax: 	Email: sylviawanailing@gmail.comSupervisor: Wan Ai Ling (Ms)		Main Curriculum: ENRICHMENT"
261,"Thesys English Learning CentreAddress: 1 Maritime Square #02-65 Harbourfront Centre , Singapore 99253 Tel: 87422100		Fax: 	Email: admin@elloquence.com.sgSupervisor: Goh Choo Peng		Main Curriculum: TUTORIAL"
262,"Think Education Learning CentreAddress: 420 North Bridge Road #06-27 North Bridge Centre , Singapore 188727 Tel: 90697017		Fax: 	Email: admin@thinkeducation.com.sgSupervisor: Zou Junming, Terence		Main Curriculum: TUTORIAL"
263,"Think Tank - Growing Thinkers Learning CentreAddress: (Main) 78 Namly Place  , Singapore 267229 Tel: 64696585		Fax: 64694262	Email: enquiries@thethinktank.sgSupervisor: Kee Chun Chu, Samantha (Ms)		Main Curriculum: ENRICHMENT"
264,"Think Tank - Growing Thinkers Learning CentreAddress: 69 Frankel Avenue (1st Storey)  , Singapore 458197 Tel: 66363685		Fax: 	Email: enquiries@thethinktank.sgSupervisor: Kee Chun Chu, Samantha (Ms)		Main Curriculum: ENRICHMENT"
265,"Think Teach AcademyAddress: 246C Upper Thomson Road Thomson Garden Estate , Singapore 574370 Tel: 64519500		Fax: 	Email: algene@thinkteachacademy.comSupervisor: Tan Qing Wei, Al-Gene		Main Curriculum: TUTORIAL"
266,"Thinkel Learning LabAddress: 91 Bukit Batok West Avenue 2 #03-02  , Singapore 659206 Tel: 65151067		Fax: 	Email: contactkelvinsim@yahoo.comSupervisor: Sim Yeow Heng		Main Curriculum: TUTORIAL"
267,"Thinkers Club Education CentreAddress: Blk 727 Jurong West Avenue 5 #B1-182  , Singapore 640727 Tel: 67901882		Fax: 	Email: thinkerclubeducation@gmail.comSupervisor: Siti Aisyah binte Mohamed Kuppai (Miss)		Main Curriculum: TUTORIAL"
268,"Thinking Lab [fka Edu-Net Learning Centre]Address: Blk 257 Bishan Street 22 #B1-327  , Singapore 570257 Tel: 82883030		Fax: 62763093	Email: sg82883030@gmail.comSupervisor: Koh Yen Hoon (Mdm)		Main Curriculum: TUTORIAL"
269,"Thinktank Learning CentreAddress: Blk 306 Choa Chu Kang Avenue 4 #01-681  , Singapore 680306 Tel: 67600616		Fax: 	Email: eugene@tuitiongenius.comSupervisor: Toh Yew Keat		Main Curriculum: TUTORIAL"
270,"Thought and Words Learning CentreAddress: 15 Siglap Road #01-11 Mandarin Gardens , Singapore 448912 Tel: 62415531		Fax: 	Email: tnw.writers@gmail.comSupervisor: Tan Ror Kwee, Joseph		Main Curriculum: TUTORIAL"
271,"Tian Xing Education CentreAddress: Blk 633 Bukit Batok Central #01-130 (2nd Storey)  , Singapore 650633 Tel: 69099140		Fax: 	Email: tianxingedu@gmail.comSupervisor: Wong Seow Ling (Miss)		Main Curriculum: TUTORIAL"
272,"Tien Hsia Language SchoolAddress: (Main) 190 Clemenceau Avenue #04-02 Singapore Shopping Centre , Singapore 239924 Tel: 68832131		Fax: 68832796	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
273,"Tien Hsia Language SchoolAddress: 1 Bukit Batok Central Link #05-10 West Mall , Singapore 658713 Tel: 63142131		Fax: 65150628	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
274,"Tien Hsia Language SchoolAddress: 1 Jurong West Central 2 #03-07A Jurong Point , Singapore 648886 Tel: 65642131		Fax: 63160689	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
275,"Tien Hsia Language SchoolAddress: 1 Marine Parade Central #10-04 to #10-07 Parkway Centre , Singapore 449408 Tel: 63482131		Fax: 	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
276,"Tien Hsia Language SchoolAddress: 10 Choa Chu Kang Road #01-02 Bukit Panjang Delivery Base , Singapore 689379 Tel: 62388558/63142131		Fax: 	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
277,"Tien Hsia Language SchoolAddress: 9 Sentul Crescent #04-04  , Singapore 828654 Tel: 62812131		Fax: 63857701	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
278,"Tien Hsia Language SchoolAddress: Blk 205 Hougang Street 21 #04-01 Heartland Mall-Kovan , Singapore 530205 Tel: 64872131		Fax: 62829103	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
279,"Tien Hsia Language SchoolAddress: Blk 355 Sembawang Way #02-01  , Singapore 750355 Tel: 65562131		Fax: 65562608	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
280,"Tien Hsia Language SchoolAddress: Blk 506 Tampines Central 1 #01-361 (3rd Storey)  , Singapore 520506 Tel: 67842131		Fax: 	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
281,"Tien Hsia Language SchoolAddress: Blk 713 Ang Mo Kio Avenue 6 #01-4032  , Singapore 560713 Tel: 62388558/64512131		Fax: 65549485	Email: enquiry@tienhsia.comSupervisor: Chee Chern Swee (Mdm)		Main Curriculum: LINGUISTICS"
282,"Tim Gan Math Learning CentreAddress: 587 Bukit Timah Road #03-36 Coronation Plaza , Singapore 269707 Tel: 64622547		Fax: 	Email: timganmath@gmail.comSupervisor: Gan Yew Peng, Timothy		Main Curriculum: TUTORIAL"
283,"Tinkerlab Science Learning CentreAddress: 985 Upper Serangoon Road (2nd Storey)  , Singapore 534731 Tel: 63151986		Fax: 	Email: tinker_lab@yahoo.comSupervisor: Tan Hsing Hui (Mdm)		Main Curriculum: ENRICHMENT"
284,"Tiong Bahru Learning CentreAddress: Blk 46 Jalan Bukit Ho Swee #01-888  , Singapore 160046 Tel: 96833557		Fax: 	Email: TiongBahruLC@outlook.sgSupervisor: Phang Ngaip Jua		Main Curriculum: TUTORIAL"
285,"TLS Tutorial CentreAddress: 10 Winstedt Road #02-04 Block A , Singapore 227977 Tel: 68360061		Fax: 	Email: rodney@tlsacademy.orgSupervisor: Chua Kea Chaw, Rodney		Main Curriculum: TUTORIAL"
286,"TMC Learning Hub [fka TMC Tuition Centre]Address: 250 Middle Road  , Singapore 188983 Tel: 66909588		Fax: 66909598	Email: learninghub@tmc.edu.sgSupervisor: Chin Kon Yuen (Dr)		Main Curriculum: TUTORIAL"
287,"TML Tuition ShopAddress: Blk 118 Aljunied Avenue 2 #02-124  , Singapore 380118 Tel: 91445054		Fax: 	Email: tmltuitionshop@yahoo.com.sgSupervisor: Tan Meng Lee		Main Curriculum: TUTORIAL"
288,"Tokyo Codomo Japanese Language CentreAddress: 19 Tanglin Road #12-05 Tanglin Shopping Centre , Singapore 247909 Tel: 67343254		Fax: 67343254	Email: Supervisor: Kenichi Aihara		Main Curriculum: LINGUISTICS"
289,"Tomas Music SchoolAddress: 50 East Coast Road #01-98 Roxy Square , Singapore 428769 Tel: 63443671		Fax: 63489798	Email: enquiries@tomas-music.comSupervisor: Liauw Kiun Chai, Thomas		Main Curriculum: FINE ARTS"
290,"Tomo Japanese Language SchoolAddress: 190 Clemenceau Avenue #03-24 Singapore Shopping Centre , Singapore 239924 Tel: 97583140		Fax: 	Email: kobekinuta@gmail.comSupervisor: Low Xiu Xuan, Shereen (Miss)		Main Curriculum: LINGUISTICS"
291,"Tony Buzan Learning CentreAddress: 1 Goldhill Plaza #02-49 Podium Block , Singapore 308899 Tel: 63334433		Fax: 63535595	Email: info@buzanlearningcentre.comSupervisor: Toi Yong Poh		Main Curriculum: COMMERCE"
292,"Toppers Education CentreAddress: 149 Rochor Road #05-13/14 Fu Lu Shou Complex , Singapore 188425 Tel: 63364262		Fax: 64742484	Email: info@topperseducation.comSupervisor: Gopinathanpillai Pradeep		Main Curriculum: TUTORIAL"
293,"Topperz@Work Education CentreAddress: 420 North Bridge Road #04-02/03 North Bridge Centre , Singapore 188727 Tel: 63386434		Fax: 63456794	Email: shanthi@topperzatwork.comSupervisor: Chinnaiyan Aruludainambi		Main Curriculum: TUTORIAL"
294,"Totsville Montessori CentreAddress: (Main) Blk 284 Bishan Street 22 #01-203  , Singapore 570284 Tel: 64559604/64550774		Fax: 64550774	Email: serene@totsville.com.sgSupervisor: Lim Lay Khim (Mdm)		Main Curriculum: ENRICHMENT"
295,"Totsville Montessori CentreAddress: 6 Sin Ming Road #01-04 Sin Ming Plaza , Singapore 575585 Tel: 64550774		Fax: 64550775	Email: serene@totsville.com.sgSupervisor: Lim Lay Khim (Mdm)		Main Curriculum: ENRICHMENT"
296,"Totsville Montessori CentreAddress: Blk 203 Hougang Street 21 #01-49 (2nd Storey)  , Singapore 530203 Tel: 62876227		Fax: 64550774	Email: serene@totsville.com.sgSupervisor: Lim Lay Khim (Mdm)		Main Curriculum: ENRICHMENT"
297,"Trilingual Kids AcademyAddress: Blk 28 Fernwood Terrace #01-01A  , Singapore 458556 Tel: 97212437		Fax: 	Email: trilingualkidssg@gmail.comSupervisor: Anya Kashyap (Mrs)		Main Curriculum: ENRICHMENT"
298,"Trinity Learning CentreAddress: Blk 134 Jurong East Street 13 #04-309E  , Singapore 600134 Tel: 65619113		Fax: 	Email: trinityteach@yahoo.com.sgSupervisor: Low Song Chien, Benjamin		Main Curriculum: TUTORIAL"
299,"Triquetra Tuition CentreAddress: Blk 215 Bishan Street 23 #B1-203  , Singapore 570215 Tel: 65530050		Fax: 67567577	Email: Supervisor: Toh Hannah (Ms)		Main Curriculum: TUTORIAL"
300,"Tropics Language SchoolAddress: 520 North Bridge Road #B1-01 Wisma Alsagoff , Singapore 188742 Tel: 63392621		Fax: 	Email: tropicsls@gmail.comSupervisor: Jung Hee Jung (Miss)		Main Curriculum: LINGUISTICS"
301,"True Learning CentreAddress: 200 Jurong East Avenue 1 #03-09/10  , Singapore 609789 Tel: 68998134		Fax: 	Email: enquiry@truelearning.com.sgSupervisor: Teo Swee Ling, Angeline (Miss)		Main Curriculum: TUTORIAL"
302,"True Learning Centre (JCUBE)Address: 2 Jurong East Central 1 #04-02/03 JCube , Singapore 609731 Tel: 67089382		Fax: 	Email: enquiry@truelearning.com.sgSupervisor: Tan Yew Meng		Main Curriculum: TUTORIAL"
303,"True Learning Centre (Kovan)Address: 2 Kovan Road #01-07 Simon Plaza , Singapore 548008 Tel: 62858648		Fax: 	Email: angeline@truelearning.com.sgSupervisor: Teo Swee Ling, Angeline (Miss)		Main Curriculum: TUTORIAL"
304,"True Learning Centre (Novena)Address: 179B Thomson Road Goldhill Shoppijng Centre , Singapore 307626 Tel: 62528189		Fax: 	Email: angeline@truelearning.com.sgSupervisor: Teo Swee Ling, Angeline (Miss)		Main Curriculum: TUTORIAL"
305,"Tsing Ying Language SchoolAddress: Blk 134 Jurong Gateway Road #04-309D  , Singapore 600134 Tel: 65630600		Fax: 65630600	Email: admin@21tsingying.comSupervisor: Zhang Yingyi (Mdm)		Main Curriculum: LINGUISTICS"
306,"Tuffaha Readers' NicheAddress: 150 Changi Road #02-04 Guthrie Building , Singapore 419973 Tel: 62479004		Fax: 62479004	Email: tuffahareaders@hotmail.comSupervisor: Nur Anisah bte Abdullah Chan (Mdm)		Main Curriculum: ENRICHMENT"
307,"Tulip Montessori SchoolAddress: Blk 642 Choa Chu Kang Street 64 #01-65  , Singapore 680642 Tel: 67620688		Fax: 	Email: tulip@tulipmontessori.comSupervisor: Hong Yin Chan, Ivy (Mdm)		Main Curriculum: ENRICHMENT"
308,"Tutor @ 9 Learning CentreAddress: 9 Thomson Hills Drive  , Singapore 574754 Tel: 64581803		Fax: 64512117	Email: 9thomtutor@gmail.comSupervisor: Chua Bin Fong		Main Curriculum: TUTORIAL"
309,"Twinkle Stars Learning CentreAddress: 9 One-North Gateway #01-39  , Singapore 138643 Tel: 67772494		Fax: 	Email: info@twinklestars.sgSupervisor: Seah Hwee Ying, Melina (Miss)		Main Curriculum: ENRICHMENT"
310,"Twinkle Stars MontessoriAddress: Blk 86 Marine Parade Central #04-316  , Singapore 440086 Tel: 64400983		Fax: 64400983	Email: ts_montessori@yahoo.com.sgSupervisor: Chua Joo Lin (Mdm)		Main Curriculum: ENRICHMENT"
311,"Ty-Jia English Language SchoolAddress: 20 Upper Circular Road #01-33/34/35 The Riverwalk , Singapore 058416 Tel: 62990198		Fax: 	Email: info@tyjia.orgSupervisor: Soh, Jayne Rebecca (Mrs)		Main Curriculum: LINGUISTICS"
312,"U E Learning CentreAddress: Blk 134 Jurong Gateway Road #04-307A  , Singapore 600134 Tel: 64250982		Fax: 	Email: gh_chee@hotmail.comSupervisor: Chee Geok Hwa (Mdm)		Main Curriculum: ENRICHMENT"
313,"U.Excel Reading and Writing Learning HubAddress: 101 Thomson Road #01-20/27 United Square , Singapore 307591 Tel: 62584722		Fax: 62584503	Email: enquiries@gugifted.comSupervisor: Chong Mei Koon, Deanne (Miss)		Main Curriculum: ENRICHMENT"
314,"U-Excel Education CentreAddress: 35 Rochester Drive #02-15/16 The Rochester , Singapore 138639 Tel: 64699007		Fax: 	Email: Uexcel77@gmail.comSupervisor: Gu Zhenyu (Mdm)		Main Curriculum: TUTORIAL"
315,"UMA Mental Arithmetic Learning CentreAddress: Blk 845 Yishun Street 81 #02-180  , Singapore 760845 Tel: 67596978		Fax: 	Email: zhushuihua@yahoo.comSupervisor: Zhu Shuihua		Main Curriculum: ENRICHMENT"
316,"U-Neek Kids Learning Centre [fka Haikel Education Centre]Address: Blk 38 Chai Chee Avenue #01-203  , Singapore 461038 Tel: 62438571		Fax: 62438571	Email: fouzi@bedokschool.comSupervisor: Fouzi bin Salah Abdat		Main Curriculum: TUTORIAL"
317,"United Lisen Education CentreAddress: 37 Middle Road #05-00 UWEEI Building , Singapore 188946 Tel: 66351111		Fax: 	Email: emjoyenglishsg@gmail.comSupervisor: Li Jia (Ms)		Main Curriculum: LINGUISTICS"
318,"Universal Language SchoolAddress: 10 Jalan Besar #12-06/07 Sim Lim Tower , Singapore 208787 Tel: 62913565		Fax: 62914060	Email: info@uls.edu.sgSupervisor: Presna Gavendren (Miss)		Main Curriculum: LINGUISTICS"
